sentence_id,reference,TensorFlow NMT_hypothesis,PyTorch Transformer_hypothesis,TensorFlow NMT_sentence_chrfpp,PyTorch Transformer_sentence_chrfpp,chrfpp_difference_TensorFlow NMT_minus_PyTorch Transformer,winner
66,"Bởi vì gia đình tôi không hiểu tiếng Trung , nên tôi đã nghĩ rằng họ sẽ bị bắt .","Từ gia đình tôi không thể hiểu được người Trung Quốc , tôi nghĩ gia đình của mình sẽ bị bắt buộc .","từ khi gia đình tôi không thể hiểu trung quốc, tôi nghĩ gia đình tôi sẽ bị bắt.",43.18868869498934,46.598622611376996,-3.409933916387658,PyTorch Transformer
67,"Khi người cảnh sát Trung Quốc đến gần họ , tôi đã ngay lập tức đứng dậy và nói với anh ta rằng đây là những người câm điếc mà tôi đang phải đi cùng .","Như là người Trung Quốc đến gia đình tôi , tôi đã đứng lên , và tôi kể cho anh ấy rằng những điều này bị điếc và những người không may mắn mà tôi đã bị điếc .","với tư cách người trung quốc tiếp cận với gia đình tôi, tôi đứng dậy và nói với anh ta rằng đây là những người bị điếc và ngu ngốc mà tôi được kết hôn.",36.848487535105754,51.5354384210079,-14.68695088590215,PyTorch Transformer
68,"Anh ta nhìn tôi đầy nghi ngờ , nhưng thật may mắn là anh ta tin lời tôi .","Ông ấy nhìn vào tôi , nhưng may mắn là ông tin tôi .","ông ấy nhìn tôi một cách đáng sợ, nhưng may mắn thay, ông tin tôi đi.",34.46575113101085,32.82518693494189,1.6405641960689579,TensorFlow NMT
69,"Và chúng tôi tiếp tục đi cho tới biên giới Lào , nhung tôi đã phải sử dụng gần như toàn bộ số tiền mà mình có để hối lộ cho những người canh gác biên giới Lào .","Chúng tôi đã làm cho tất cả mọi người để biên giới của các nước của Linda , nhưng tôi phải dành hầu hết mọi tiền để hối lộ những người bị bỏ qua .","chúng tôi đã tạo ra tất cả những cách để đến biên giới tại biên giới, nhưng tôi phải dành hầu hết tiền để hối lộ những người bảo vệ biên giới ở tủ lạnh.",33.62583352106688,37.09650508851655,-3.4706715674496706,PyTorch Transformer
70,"Tuy nhiên , sau khi chúng tôi qua được biên giới , gia đình tôi lại bị bắt vào tù vì tội vượt biên trái phép .","Nhưng thậm chí sau khi chúng ta đã quá khứ , gia đình của tôi bị bắt buộc và bị giam cho bất kỳ điều trị .","nhưng ngay cả sau khi chúng tôi vượt qua biên giới, gia đình tôi bị bắt và bỏ tù vì bất hợp pháp để băng qua biên giới.",30.014997263797106,51.553869880707325,-21.53887261691022,PyTorch Transformer
71,"Sau khi tôi nộp tiền phạt và đưa hối lộ , gia đình tôi được thả ra trong một tháng , rồi lại bị bắt lần nữa ở thủ đô của Lào","Sau khi tôi trả tiền tốt và hối lộ , gia đình tôi đã được phát hiện ra trong một tháng , nhưng ngay sau đó , gia đình tôi bị bắt buộc và bị giam giữ nữa trong vốn của người ở Ohio .","sau khi tôi trả lời tốt và hối lộ, gia đình tôi được phát hành trong một tháng, nhưng ngay sau đó, gia đình tôi bị bắt và bị giam giữ lại ở thủ đô ở quần chúng.",48.31921264134469,50.75974653193389,-2.440533890589201,PyTorch Transformer
72,Đó là thời điểm tuyệt vọng nhất trong cuộc đời tôi .,Đây là một trong những điểm nhỏ nhất trong đời tôi .,đây là một trong những điểm thấp nhất trong cuộc đời tôi.,39.95870862446601,56.385262631435204,-16.42655400696919,PyTorch Transformer
73,"Tôi đã làm đủ mọi cách để đưa gia đình mình đến với tự do , và chũng tôi gần như đã thành công nhưng họ lại bị bắt trong khi chúng tôi chỉ còn cách đại sứ quán Hàn Quốc một khoảng cách rất ngắn nữa thôi .","Tôi đã làm mọi thứ để làm cho gia đình tôi tự do , chúng tôi đã đến gần như thế , nhưng gia đình tôi bị ném vào tù chỉ một cách ngắn hạn từ Đại sứ Hàn Quốc .","tôi đã làm mọi thứ để khiến gia đình mình trở nên tự do, và chúng tôi đã đến gần như vậy, nhưng gia đình tôi bị ném vào tù chỉ một khoảng cách ngắn từ đại sứ quán nam hàn quốc.",34.75280700449244,45.16057027317721,-10.407763268684768,PyTorch Transformer
74,"Tôi đi đi về về giữa phòng xuất nhập cảnh và đồn cảnh sát , tuyệt vọng tìm cách để đưa gia đình mình thoát khỏi đó , nhưng tôi không còn đủ tiền để hối lộ hay trả tiền phạt nữa .","Tôi quay trở lại với những nhà quản lý và khu vực cảnh sát , và khu vực cảnh sát , cố gắng để tìm ra gia đình mình , nhưng tôi không có đủ tiền để trả tiền hay không .","tôi quay lại và đi qua giữa văn phòng nhập cư và sở cảnh sát, cố gắng giúp gia đình mình thoát ra, nhưng tôi không có đủ tiền để hối lộ hoặc tốt hơn nữa.",38.14003020325569,44.858674691411096,-6.718644488155405,PyTorch Transformer
75,Tôi hoàn toàn tuyệt vọng .,Tôi mất hết hy vọng .,tôi đã mất đi tất cả hy vọng.,25.226984434124528,23.99646389205195,1.230520542072579,TensorFlow NMT
76,"Đúng vào lúc đó , có một người đàn ông đã hỏi tôi , &quot; Có chuyện gì vậy ? &quot;","Lúc đó , tôi nghe một giọng nói của người đàn ông : &quot; Đúng vậy ? &quot;","tại thời điểm đó, tôi nghe thấy tiếng nói của một người đàn ông hỏi tôi, & quot điều gì sai? & quot",48.98890039036399,45.093929308805414,3.894971081558573,TensorFlow NMT
77,Tôi vô cùng ngạc nhiên khi một người hoàn toàn xa lạ lại quan tâm tới mức hỏi tôi như vậy .,Tôi đã thật sự ngạc nhiên rằng một người lạ thường có đủ để hỏi .,tôi rất ngạc nhiên rằng một người lạ rất quan tâm đủ để hỏi.,25.6698330997437,31.54738002646053,-5.877546926716832,PyTorch Transformer
78,"Bằng vốn tiếng Anh ít ỏi của mình và một quyển từ điển , tôi đã kể cho cho ông ta nghe hoàn cảnh của gia đình tôi . Không một chút do dự , người đàn ông đó đã đi tới máy ATM. trả tất cả số tiền còn thiếu cho cả gia đình tôi và hai người Bắc Triều Tiên khác để họ được ra tù","Trong tiếng Anh , tôi đã giải thích tình trạng , và tôi đã giải thích tình trạng , và không có gì cả , người đàn ông đã trả lời và anh ta trả tiền cho gia đình mình và hai người Mỹ .","trong tiếng anh tan vỡ của tôi, và với một từ điển, tôi đã giải thích một tình m, và không có sự hi vọng, người đàn ông đã đi đến trạm xá, và anh ta trả hết số tiền cho gia đình",29.242212785109484,30.288501971356247,-1.0462891862467636,PyTorch Transformer
79,"Tôi đã cám ơn ông ta bằng cả trái tim mình , và tôi cũng hỏi , &quot; Tại sao ông lại giúp đỡ tôi ? &quot;","Tôi cảm ơn anh ta với tất cả những người thân mình , và tôi hỏi anh ta , &quot; Tại sao anh ta lại giúp tôi không ? &quot;","tôi cảm ơn anh ấy với tất cả trái tim của tôi, và tôi hỏi anh ta, & quot tại sao anh lại giúp tôi? & quot",46.68756433677527,45.308412258578116,1.3791520781971514,TensorFlow NMT
80,"&quot; Tôi không giúp đỡ cô , &quot; Ông ta trả lời .","&quot; Tôi không giúp bạn , &quot; Ông nói .","& quot tôi không giúp đỡ anh, & quot anh ta nói.",63.430191917928134,49.86940385785026,13.560788060077876,TensorFlow NMT
81,&quot; &apos; Tôi đang giúp người Bắc Triều Tiên . &quot;,&quot; Tôi đang giúp đỡ Bắc Triều tiên của người Mỹ . &quot;,& quot tôi đang giúp đỡ những người bắc hàn. & quot,67.1269114067097,48.77839661455716,18.348514792152535,TensorFlow NMT
82,Tôi nhận ra rằng đó là một khoảng khắc có ý nghĩa vô cùng to lớn trong cuộc đời tôi .,Tôi nhận ra rằng đây là một khoảnh khắc biểu tượng trong cuộc đời tôi .,tôi nhận ra rằng đây là một khoảnh khắc mang tính tượng trưng trong cuộc đời tôi.,56.18062903489738,56.03255903989778,0.14806999499960227,TensorFlow NMT
83,"Lòng tốt từ người đàn ông xa lạ trở thành biểu tượng hy vọng mới cho tôi và cả những người dân Bắc Triều Tiên khi mà chúng tôi đang rất cần nó , và ông ta đã cho tôi thấy lòng tốt từ những người xa lạ và sự hỗ trợ của cộng đồng quốc tế chính là những tia hy vọng mà người Bắc Triều Tiên chúng tôi đang tìm kiếm .","Người lạ thường có thể đối tượng với tôi và những người Mỹ ở Bắc Triều tiên khi chúng ta cần nó , và anh ta cho tôi thấy những người thân thiện và sự hỗ trợ của cộng đồng quốc tế là những tia sáng","người lạ tượng tượng trưng cho tôi và người hàn quốc khi chúng tôi cần nó nhất, và ông cho tôi thấy lòng tốt của những người xa lạ và sự ủng hộ của cộng đồng quốc tế thực sự là những tia hy vọng của hy",41.437599214467156,42.91595341446564,-1.4783541999984848,PyTorch Transformer
84,"Cuối cùng , sau một cuộc hành trình dài tôi và gia đình đã được đoàn tụ ở Hàn Quốc , nhưng đến được với tự do mới chỉ là một nửa của cuộc đấu tranh .","Cuối cùng , sau đó , gia đình của tôi , tôi và tôi đã bị giam vào ở Nam Hàn Quốc , nhưng để tự do là chỉ có một nửa chiến binh .","cuối cùng, sau chuyến hành trình dài của chúng tôi, gia đình tôi và tôi đã được đoàn tụ tại hàn quốc, nhưng để có được tự do chỉ là một nửa trận chiến.",39.988046396400435,57.90318108459458,-17.915134688194144,PyTorch Transformer
85,"Rất nhiều người Bắc Triều Tiên đang bị chia cắt với gia đình của họ , và khi họ đến được một đất nước khác , họ phải bắt đầu từ đầu với rất ít hoặc gần như không có tiền bạc .","Rất nhiều người dân Mỹ bị tách khỏi gia đình , và khi họ đến trong một đất nước mới , họ bắt đầu với một ít tiền hoặc không .","rất nhiều người bắc triều tiên bị tách khỏi gia đình họ, và khi họ đến một đất nước mới, họ bắt đầu với ít tiền.",41.718086793356164,49.01879094931271,-7.300704155956545,PyTorch Transformer
86,"Vì thế chúng tôi có thể nhận sự trợ giúp từ cộng đồng quốc tế cho giáo dục , đào tạo tiếng Anh , dạy nghề , và nhiều lĩnh vực khác .","Vì vậy chúng ta có thể hưởng lợi từ cộng đồng quốc tế cho giáo dục , tiếng Anh , công việc đào tạo , và nhiều hơn .","vì vậy chúng ta có thể hưởng lợi từ cộng đồng quốc tế cho giáo dục, ngôn ngữ, đào tạo ngôn ngữ, đào tạo, và nhiều thứ khác nữa.",53.19543750952367,49.09429108300488,4.101146426518788,TensorFlow NMT
87,"Chúng tôi cũng có thể đóng vai trò như cầu nối giữa những người đang ở trong Bắc Triều Tiên với thế giới bên ngoài , bởi vì có rất nhiều người trong chúng tôi đang giữ liên lạc với những thành viên gia đình khác ở trong nước , và chúng tôi chia sẻ với họ thông tin và tiền bạc để có thể thay đổi Bắc Triều Tiên từ phía trong .","Chúng ta cũng có thể hành động như một cây cầu giữa những người ở Bắc Triều Tiên và bên ngoài , vì nhiều người trong chúng ta trong số chúng ta đang liên lạc với các thành viên gia đình vẫn còn trong đó , và chúng ta","chúng ta cũng có thể hành động như một cây cầu giữa những người ở bắc triều tiên và thế giới bên ngoài, bởi vì nhiều người trong số chúng ta vẫn tiếp xúc với các thành viên trong gia đình, và chúng ta gửi thông",42.497486783060225,42.02023653422684,0.4772502488333856,TensorFlow NMT
88,"Tôi đã vô cùng may mắn khi nhận được rất nhiều sự giúp đỡ và được truyền cảm hứng trong suốt cuộc đời mình , vì vậy tôi muốn mình cũng có thể chung sức để mang đến cho đất nước tôi một cơ hội để phát triển cùng với sự hỗ trợ của quốc tế .","Tôi đã rất may mắn , được nhận ra nhiều giúp đỡ và cảm hứng trong cuộc sống của mình , vì thế tôi muốn giúp đỡ cho những người dân Bắc Mỹ .","tôi đã rất may mắn, nhận được rất nhiều sự giúp đỡ và cảm hứng trong cuộc sống của tôi, vì vậy tôi muốn giúp đỡ những người hàn quốc một cơ hội có khả năng trở nên thịnh vượng với sự hỗ trợ quốc tế",28.774915785996097,47.280553254309055,-18.50563746831296,PyTorch Transformer
